sample_id,group_id,image_path,center_x,center_y
Plate01_2012-06-11_955,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,104,746
Plate01_2012-06-11_956,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0001.tif,136,761
Plate01_2012-06-11_1090,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,84,112
Plate01_2012-06-11_1091,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,111,146
Plate01_2012-06-11_1092,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,453,256
Plate01_2012-06-11_1093,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,755,293
Plate01_2012-06-11_1094,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,442,298
Plate01_2012-06-11_1095,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,799,310
Plate01_2012-06-11_1096,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,767,335
Plate01_2012-06-11_1097,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,426,352
Plate01_2012-06-11_1098,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,478,376
Plate01_2012-06-11_1099,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,959,414
Plate01_2012-06-11_1100,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,917,440
Plate01_2012-06-11_1101,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,975,448
Plate01_2012-06-11_1103,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,30,546
Plate01_2012-06-11_1104,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,325,568
Plate01_2012-06-11_1105,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,812,656
Plate01_2012-06-11_1106,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,774,677
Plate01_2012-06-11_1107,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,814,694
Plate01_2012-06-11_1108,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,571,706
Plate01_2012-06-11_1109,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,164,710
Plate01_2012-06-11_1110,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0002.tif,793,714
Plate01_2012-06-11_3204,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,371,57
Plate01_2012-06-11_3205,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,365,93
Plate01_2012-06-11_3206,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,211,97
Plate01_2012-06-11_3207,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,525,141
Plate01_2012-06-11_3208,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,551,172
Plate01_2012-06-11_3209,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,512,176
Plate01_2012-06-11_3210,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,345,179
Plate01_2012-06-11_3211,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,310,183
Plate01_2012-06-11_3212,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,347,210
Plate01_2012-06-11_3213,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,863,209
Plate01_2012-06-11_3214,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,587,222
Plate01_2012-06-11_3215,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,375,271
Plate01_2012-06-11_3216,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,827,348
Plate01_2012-06-11_3217,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,659,356
Plate01_2012-06-11_3218,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,386,368
Plate01_2012-06-11_3219,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,800,370
Plate01_2012-06-11_3220,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,844,374
Plate01_2012-06-11_3221,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,351,389
Plate01_2012-06-11_3222,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,394,422
Plate01_2012-06-11_3223,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,970,439
Plate01_2012-06-11_3224,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,371,447
Plate01_2012-06-11_3225,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,992,470
Plate01_2012-06-11_3226,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,877,506
Plate01_2012-06-11_3227,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,915,516
Plate01_2012-06-11_3228,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,21,536
Plate01_2012-06-11_3229,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,890,541
Plate01_2012-06-11_3230,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,996,545
Plate01_2012-06-11_3231,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,93,553
Plate01_2012-06-11_3232,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,963,555
Plate01_2012-06-11_3233,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,529,574
Plate01_2012-06-11_3234,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,997,580
Plate01_2012-06-11_3235,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,180,605
Plate01_2012-06-11_3236,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,505,615
Plate01_2012-06-11_3237,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,202,638
Plate01_2012-06-11_3238,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,266,684
Plate01_2012-06-11_3239,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,240,713
Plate01_2012-06-11_3240,gi-795,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1CD-SlaGSacT-2012-06-11/Meas_01(2012-06-11_13-08-55)/MID-C2-016023000-0003.tif,915,727
Plate01_2012-06-11_8706,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,243,38
Plate01_2012-06-11_8707,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,212,66
Plate01_2012-06-11_8708,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,407,124
Plate01_2012-06-11_8709,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,719,167
Plate01_2012-06-11_8710,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,758,179
Plate01_2012-06-11_8711,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,577,176
Plate01_2012-06-11_8713,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,684,209
Plate01_2012-06-11_8714,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,192,214
Plate01_2012-06-11_8715,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,688,249
Plate01_2012-06-11_8716,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,231,443
Plate01_2012-06-11_8717,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,232,485
Plate01_2012-06-11_8718,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,859,515
Plate01_2012-06-11_8719,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0001.tif,709,576
Plate01_2012-06-11_8989,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,321,110
Plate01_2012-06-11_8990,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,300,152
Plate01_2012-06-11_8991,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,620,173
Plate01_2012-06-11_8993,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,474,215
Plate01_2012-06-11_8994,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,377,269
Plate01_2012-06-11_8995,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,209,311
Plate01_2012-06-11_8996,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,451,348
Plate01_2012-06-11_8997,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,551,350
Plate01_2012-06-11_8998,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,844,380
Plate01_2012-06-11_8999,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,253,516
Plate01_2012-06-11_9000,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,41,559
Plate01_2012-06-11_9001,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0002.tif,239,557
Plate01_2012-06-11_9249,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0003.tif,848,102
Plate01_2012-06-11_9250,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0003.tif,882,105
Plate01_2012-06-11_9251,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0003.tif,505,374
Plate01_2012-06-11_9252,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0003.tif,141,379
Plate01_2012-06-11_9253,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0003.tif,177,403
Plate01_2012-06-11_9254,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0003.tif,442,417
Plate01_2012-06-11_9255,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0003.tif,64,431
Plate01_2012-06-11_9256,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0003.tif,61,474
Plate01_2012-06-11_9257,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0003.tif,753,508
Plate01_2012-06-11_9258,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0003.tif,1023,508
Plate01_2012-06-11_9259,gi-1003,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-005013000-0003.tif,905,608
Plate01_2012-06-11_9521,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0001.tif,998,59
Plate01_2012-06-11_9522,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0001.tif,452,163
Plate01_2012-06-11_9523,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0001.tif,242,163
Plate01_2012-06-11_9524,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0001.tif,314,284
Plate01_2012-06-11_9525,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0001.tif,344,688
Plate01_2012-06-11_9730,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0002.tif,1046,98
Plate01_2012-06-11_9731,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0002.tif,230,199
Plate01_2012-06-11_9732,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0002.tif,535,212
Plate01_2012-06-11_9733,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0002.tif,717,354
Plate01_2012-06-11_9734,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0002.tif,703,388
Plate01_2012-06-11_9736,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0002.tif,96,708
Plate01_2012-06-11_9914,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0003.tif,191,57
Plate01_2012-06-11_9915,gi-1016,/home/morphology/mojca/OD_methods_comparison/Sac6_Endo/Sac6/2012-06-11/P01/RFP/1AB-SlaGSacT-2012-06-11/Meas_01(2012-06-11_11-29-28)/MID-C2-003014000-0003.tif,501,186
